ほったらかす　　　　　　　　　　　　　　ほったらかす　　　　　　　　　　　　　　,D S.  NI ,
ほっつき歩く　　　　　　　　　　　　　　ほっつきあるく　　　　　　　　　　　　　,D K.  NM ,
ほっつく　　　　　　　　　　　　　　　　ほっつく　　　　　　　　　　　　　　　　,D K.     ,
ほっぺたが落ちる　　　　　　　　　　　　ほっぺたがおちる　　　　　　　　　　　　,D 1.  P  ,
ほっぺたの落ちる　　　　　　　　　　　　ほっぺたのおちる　　　　　　　　　　　　,D 1.  P  ,
ほっぺたをつねる　　　　　　　　　　　　ほっぺたをつねる　　　　　　　　　　　　,D R.     ,
ほっぽり出す　　　　　　　　　　　　　　ほっぽりだす　　　　　　　　　　　　　　,D S.  N  ,
程がある　　　　　　　　　　　　　　　　ほどがある　　　　　　　　　　　　　　　,D R.     ,
仏になる　　　　　　　　　　　　　　　　ほとけになる　　　　　　　　　　　　　　,D R.  N  ,
ほどける　　　　　　　　　　　　　　　　ほどける　　　　　　　　　　　　　　　　,D 1.   M ,
ほと走る　　　　　　　　　　　　　　　　ほとばしる　　　　　　　　　　　　　　　,D R.   M ,
ほとぼりがさめる　　　　　　　　　　　　ほとぼりがさめる　　　　　　　　　　　　,D 1.  P  ,
ほとぼりの冷める　　　　　　　　　　　　ほとぼりのさめる　　　　　　　　　　　　,D 1.  P  ,
ほとぼりを冷ます　　　　　　　　　　　　ほとぼりをさます　　　　　　　　　　　　,D S.  P  ,
穂に出る　　　　　　　　　　　　　　　　ほにでる　　　　　　　　　　　　　　　　,D 1.     ,
骨がある　　　　　　　　　　　　　　　　ほねがある　　　　　　　　　　　　　　　,D R.  P  ,
骨が折れる　　　　　　　　　　　　　　　ほねがおれる　　　　　　　　　　　　　　,D 1.  N  ,
骨と皮になる　　　　　　　　　　　　　　ほねとかわになる　　　　　　　　　　　　,D R.  N  ,
骨に刻む　　　　　　　　　　　　　　　　ほねにきざむ　　　　　　　　　　　　　　,D M.     ,
骨に染みる　　　　　　　　　　　　　　　ほねにしみる　　　　　　　　　　　　　　,D 1.     ,
骨になる　　　　　　　　　　　　　　　　ほねになる　　　　　　　　　　　　　　　,D R.     ,
骨の折れる　　　　　　　　　　　　　　　ほねのおれる　　　　　　　　　　　　　　,D 1.  N  ,
骨までしゃぶる　　　　　　　　　　　　　ほねまでしゃぶる　　　　　　　　　　　　,D R.  N  ,
骨身に応える　　　　　　　　　　　　　　ほねみにこたえる　　　　　　　　　　　　,D 1.  N  ,
骨身に染みる　　　　　　　　　　　　　　ほねみにしみる　　　　　　　　　　　　　,D 1.  N  ,
骨身を惜しむ　　　　　　　　　　　　　　ほねみをおしむ　　　　　　　　　　　　　,D M.  N  ,
骨身を削る　　　　　　　　　　　　　　　ほねみをけずる　　　　　　　　　　　　　,D R.  N  ,
骨をうずめる　　　　　　　　　　　　　　ほねをうずめる　　　　　　　　　　　　　,D 1.     ,
骨を埋める　　　　　　　　　　　　　　　ほねをうめる　　　　　　　　　　　　　　,D 1.     ,
骨を惜しむ　　　　　　　　　　　　　　　ほねをおしむ　　　　　　　　　　　　　　,D M.  N  ,
骨を折る　　　　　　　　　　　　　　　　ほねをおる　　　　　　　　　　　　　　　,D R.  N  ,
骨を砕く　　　　　　　　　　　　　　　　ほねをくだく　　　　　　　　　　　　　　,D K.  N  ,
骨を刺す　　　　　　　　　　　　　　　　ほねをさす　　　　　　　　　　　　　　　,D S.  N  ,
骨を接ぐ　　　　　　　　　　　　　　　　ほねをつぐ　　　　　　　　　　　　　　　,D G.     ,
骨を抜く　　　　　　　　　　　　　　　　ほねをぬく　　　　　　　　　　　　　　　,D K.  N  ,
骨を盗む　　　　　　　　　　　　　　　　ほねをぬすむ　　　　　　　　　　　　　　,D M.  N  ,
骨を拾う　　　　　　　　　　　　　　　　ほねをひろう　　　　　　　　　　　　　　,D W.     ,
炎を燃やす　　　　　　　　　　　　　　　ほのおをもやす　　　　　　　　　　　　　,D S.  N  ,
ほのめかす　　　　　　　　　　　　　　　ほのめかす　　　　　　　　　　　　　　　,D S.   I ,
ほほ笑み掛ける　　　　　　　　　　　　　ほほえみかける　　　　　　　　　　　　　,D 1.  P  ,
ほほ笑む　　　　　　　　　　　　　　　　ほほえむ　　　　　　　　　　　　　　　　,D M.  PI ,
褒め上げる　　　　　　　　　　　　　　　ほめあげる　　　　　　　　　　　　　　　,D 1.  P  ,
褒めそやされる　　　　　　　　　　　　　ほめそやされる　　　　　　　　　　　　　,D 1.  PM ,
褒めそやす　　　　　　　　　　　　　　　ほめそやす　　　　　　　　　　　　　　　,D S.  PI ,
褒めたたえられる　　　　　　　　　　　　ほめたたえられる　　　　　　　　　　　　,D 1.  PM ,
褒めたたえる　　　　　　　　　　　　　　ほめたたえる　　　　　　　　　　　　　　,D 1.  PI ,
褒めちぎられる　　　　　　　　　　　　　ほめちぎられる　　　　　　　　　　　　　,D 1.  PM ,
褒めちぎる　　　　　　　　　　　　　　　ほめちぎる　　　　　　　　　　　　　　　,D R.  PI ,
褒めはやされる　　　　　　　　　　　　　ほめはやされる　　　　　　　　　　　　　,D 1.  PM ,
褒めはやす　　　　　　　　　　　　　　　ほめはやす　　　　　　　　　　　　　　　,D S.  PM ,
ぼやかす　　　　　　　　　　　　　　　　ぼやかす　　　　　　　　　　　　　　　　,D S.   I ,
ボヤける　　　　　　　　　　　　　　　　ぼやける　　　　　　　　　　　　　　　　,D 1.  NM ,
ぼやを出す　　　　　　　　　　　　　　　ぼやをだす　　　　　　　　　　　　　　　,D S.  N  ,
洞が峠を決め込む　　　　　　　　　　　　ほらがとうげをきめこむ　　　　　　　　　,D M.  N  ,
ほらを吹く　　　　　　　　　　　　　　　ほらをふく　　　　　　　　　　　　　　　,D K.  N  ,
彫り上げる　　　　　　　　　　　　　　　ほりあげる　　　　　　　　　　　　　　　,D 1.     ,
掘り当てる　　　　　　　　　　　　　　　ほりあてる　　　　　　　　　　　　　　　,D 1.     ,
掘り返す　　　　　　　　　　　　　　　　ほりかえす　　　　　　　　　　　　　　　,D S.  N  ,
掘り崩す　　　　　　　　　　　　　　　　ほりくずす　　　　　　　　　　　　　　　,D S.   I ,
彫り込む　　　　　　　　　　　　　　　　ほりこむ　　　　　　　　　　　　　　　　,D M.     ,
掘り下げる　　　　　　　　　　　　　　　ほりさげる　　　　　　　　　　　　　　　,D 1.   I ,
掘り進む　　　　　　　　　　　　　　　　ほりすすむ　　　　　　　　　　　　　　　,D M.     ,
掘り出す　　　　　　　　　　　　　　　　ほりだす　　　　　　　　　　　　　　　　,D S.  P  ,
彫り付ける　　　　　　　　　　　　　　　ほりつける　　　　　　　　　　　　　　　,D 1.     ,
ボルテージが上がる　　　　　　　　　　　ぼるてーじがあがる　　　　　　　　　　　,D R.     ,
ほれ込む　　　　　　　　　　　　　　　　ほれこむ　　　　　　　　　　　　　　　　,D M.  P  ,
ぼろが出る　　　　　　　　　　　　　　　ぼろがでる　　　　　　　　　　　　　　　,D 1.  N  ,
ぼろの出る　　　　　　　　　　　　　　　ぼろのでる　　　　　　　　　　　　　　　,D 1.  N  ,
ぼろを隠す　　　　　　　　　　　　　　　ぼろをかくす　　　　　　　　　　　　　　,D S.  P  ,
ぼろを出す　　　　　　　　　　　　　　　ぼろをだす　　　　　　　　　　　　　　　,D S.  N  ,
歩を合わせる　　　　　　　　　　　　　　ほをあわせる　　　　　　　　　　　　　　,D 1.     ,
帆を掛ける　　　　　　　　　　　　　　　ほをかける　　　　　　　　　　　　　　　,D 1.     ,
歩を進める　　　　　　　　　　　　　　　ほをすすめる　　　　　　　　　　　　　　,D 1.  P  ,
歩を運ぶ　　　　　　　　　　　　　　　　ほをはこぶ　　　　　　　　　　　　　　　,D B.     ,
歩を巡らす　　　　　　　　　　　　　　　ほをめぐらす　　　　　　　　　　　　　　,D S.  P  ,
翻意を促す　　　　　　　　　　　　　　　ほんいをうながす　　　　　　　　　　　　,D S.     ,
本懐を遂げる　　　　　　　　　　　　　　ほんかいをとげる　　　　　　　　　　　　,D 1.  P  ,
本が出る　　　　　　　　　　　　　　　　ほんがでる　　　　　　　　　　　　　　　,D 1.     ,
本気になる　　　　　　　　　　　　　　　ほんきになる　　　　　　　　　　　　　　,D R.     ,
本腰を入れる　　　　　　　　　　　　　　ほんごしをいれる　　　　　　　　　　　　,D 1.  P  ,
本性を現わす　　　　　　　　　　　　　　ほんしょうをあらわす　　　　　　　　　　,D S.  N  ,
盆と正月が一緒に来る　　　　　　　　　　ぼんとしょうがつがいっしょにくる　　　　,D 3.  P  ,
本音を吐く　　　　　　　　　　　　　　　ほんねをはく　　　　　　　　　　　　　　,D K.     ,
本分を尽くす　　　　　　　　　　　　　　ほんぶんをつくす　　　　　　　　　　　　,D S.     ,
本を出す　　　　　　　　　　　　　　　　ほんをだす　　　　　　　　　　　　　　　,D S.     ,
舞い上がる　　　　　　　　　　　　　　　まいあがる　　　　　　　　　　　　　　　,D R.  P  ,
舞い遊ぶ　　　　　　　　　　　　　　　　まいあそぶ　　　　　　　　　　　　　　　,D B.  PI ,
舞い納める　　　　　　　　　　　　　　　まいおさめる　　　　　　　　　　　　　　,D 1.     ,
舞い踊る　　　　　　　　　　　　　　　　まいおどる　　　　　　　　　　　　　　　,D R.     ,
舞い降りる　　　　　　　　　　　　　　　まいおりる　　　　　　　　　　　　　　　,D 1.   M ,
マイクに乗る　　　　　　　　　　　　　　まいくにのる　　　　　　　　　　　　　　,D R.     ,
舞い込む　　　　　　　　　　　　　　　　まいこむ　　　　　　　　　　　　　　　　,D M.  PM ,
舞い立つ　　　　　　　　　　　　　　　　まいたつ　　　　　　　　　　　　　　　　,D T.   M ,
舞い散る　　　　　　　　　　　　　　　　まいちる　　　　　　　　　　　　　　　　,D R.     ,
舞い戻る　　　　　　　　　　　　　　　　まいもどる　　　　　　　　　　　　　　　,D R.     ,
前がある　　　　　　　　　　　　　　　　まえがある　　　　　　　　　　　　　　　,D R.  N  ,
前へ出る　　　　　　　　　　　　　　　　まえへでる　　　　　　　　　　　　　　　,D 1.     ,
魔が差す　　　　　　　　　　　　　　　　まがさす　　　　　　　　　　　　　　　　,D S.  N  ,
間が抜ける　　　　　　　　　　　　　　　まがぬける　　　　　　　　　　　　　　　,D 1.  N  ,
間が延びる　　　　　　　　　　　　　　　まがのびる　　　　　　　　　　　　　　　,D 1.     ,
間が持つ　　　　　　　　　　　　　　　　まがもつ　　　　　　　　　　　　　　　　,D T.     ,
曲がりくねる　　　　　　　　　　　　　　まがりくねる　　　　　　　　　　　　　　,D R.   M ,
まかりこす　　　　　　　　　　　　　　　まかりこす　　　　　　　　　　　　　　　,D S.  N  ,
まかり出る　　　　　　　　　　　　　　　まかりでる　　　　　　　　　　　　　　　,D 1.     ,
まかり通る　　　　　　　　　　　　　　　まかりとおる　　　　　　　　　　　　　　,D R.   M ,
まかり間違う　　　　　　　　　　　　　　まかりまちがう　　　　　　　　　　　　　,D W.  NM ,
巻き上げる　　　　　　　　　　　　　　　まきあげる　　　　　　　　　　　　　　　,D 1.   I ,
巻き起こす　　　　　　　　　　　　　　　まきおこす　　　　　　　　　　　　　　　,D S.   I ,
巻き起こる　　　　　　　　　　　　　　　まきおこる　　　　　　　　　　　　　　　,D R.   M ,
巻き落とす　　　　　　　　　　　　　　　まきおとす　　　　　　　　　　　　　　　,D S.     ,
巻き返す　　　　　　　　　　　　　　　　まきかえす　　　　　　　　　　　　　　　,D S.  P  ,
巻き替える　　　　　　　　　　　　　　　まきかえる　　　　　　　　　　　　　　　,D 1.   I ,
巻き込まれる　　　　　　　　　　　　　　まきこまれる　　　　　　　　　　　　　　,D 1.  N  ,
巻き込む　　　　　　　　　　　　　　　　まきこむ　　　　　　　　　　　　　　　　,D M.  N  ,
巻き添えを食う　　　　　　　　　　　　　まきぞえをくう　　　　　　　　　　　　　,D W.  N  ,
巻き付く　　　　　　　　　　　　　　　　まきつく　　　　　　　　　　　　　　　　,D K.     ,
巻き付ける　　　　　　　　　　　　　　　まきつける　　　　　　　　　　　　　　　,D 1.     ,
紛らわす　　　　　　　　　　　　　　　　まぎらわす　　　　　　　　　　　　　　　,D S.  NI ,
紛れ込む　　　　　　　　　　　　　　　　まぎれこむ　　　　　　　　　　　　　　　,D M.  N  ,
幕が上がる　　　　　　　　　　　　　　　まくがあがる　　　　　　　　　　　　　　,D R.     ,
幕が開く　　　　　　　　　　　　　　　　まくがあく　　　　　　　　　　　　　　　,D K.     ,
幕が下りる　　　　　　　　　　　　　　　まくがおりる　　　　　　　　　　　　　　,D 1.     ,
幕が切って落とされる　　　　　　　　　　まくがきっておとされる　　　　　　　　　,D 1.     ,
まくし立てる　　　　　　　　　　　　　　まくしたてる　　　　　　　　　　　　　　,D 1.  NI ,
間口が広がる　　　　　　　　　　　　　　まぐちがひろがる　　　　　　　　　　　　,D R.  P  ,
間口を広げる　　　　　　　　　　　　　　まぐちをひろげる　　　　　　　　　　　　,D 1.  P  ,
幕になる　　　　　　　　　　　　　　　　まくになる　　　　　　　　　　　　　　　,D R.     ,
幕の下りる　　　　　　　　　　　　　　　まくのおりる　　　　　　　　　　　　　　,D 1.     ,
幕の切って落とされる　　　　　　　　　　まくのきっておとされる　　　　　　　　　,D 1.     ,
枕を交わす　　　　　　　　　　　　　　　まくらをかわす　　　　　　　　　　　　　,D S.     ,
枕を高くして寝る　　　　　　　　　　　　まくらをたかくしてねる　　　　　　　　　,D 1.  P  ,
枕を並べる　　　　　　　　　　　　　　　まくらをならべる　　　　　　　　　　　　,D 1.  P  ,
枕をぬらす　　　　　　　　　　　　　　　まくらをぬらす　　　　　　　　　　　　　,D S.  N  ,
枕を振る　　　　　　　　　　　　　　　　まくらをふる　　　　　　　　　　　　　　,D R.     ,
枕を割る　　　　　　　　　　　　　　　　まくらをわる　　　　　　　　　　　　　　,D R.     ,
まくり上げる　　　　　　　　　　　　　　まくりあげる　　　　　　　　　　　　　　,D 1.   I ,
幕をあける　　　　　　　　　　　　　　　まくをあける　　　　　　　　　　　　　　,D 1.     ,
幕を下ろす　　　　　　　　　　　　　　　まくをおろす　　　　　　　　　　　　　　,D S.     ,
幕を切って落とす　　　　　　　　　　　　まくをきっておとす　　　　　　　　　　　,D S.     ,
幕を絞る　　　　　　　　　　　　　　　　まくをしぼる　　　　　　　　　　　　　　,D R.     ,
幕を閉じる　　　　　　　　　　　　　　　まくをとじる　　　　　　　　　　　　　　,D 1.     ,
幕を引く　　　　　　　　　　　　　　　　まくをひく　　　　　　　　　　　　　　　,D K.     ,
負けが込む　　　　　　　　　　　　　　　まけがこむ　　　　　　　　　　　　　　　,D M.  N  ,
負け越す　　　　　　　　　　　　　　　　まけこす　　　　　　　　　　　　　　　　,D S.  NM ,
まげを結う　　　　　　　　　　　　　　　まげをゆう　　　　　　　　　　　　　　　,D W.     ,
真心込める　　　　　　　　　　　　　　　まごころこめる　　　　　　　　　　　　　,D 1.  PI ,
まごつく　　　　　　　　　　　　　　　　まごつく　　　　　　　　　　　　　　　　,D K.  NM ,
まさぐる　　　　　　　　　　　　　　　　まさぐる　　　　　　　　　　　　　　　　,D R.   I ,
摩擦が生じる　　　　　　　　　　　　　　まさつがしょうじる　　　　　　　　　　　,D 1.  N  ,
摩擦の生じる　　　　　　　　　　　　　　まさつのしょうじる　　　　　　　　　　　,D 1.  N  ,
摩擦を生じる　　　　　　　　　　　　　　まさつをしょうじる　　　　　　　　　　　,D 1.  N  ,
まします　　　　　　　　　　　　　　　　まします　　　　　　　　　　　　　　　　,D S.   I ,
まじめ腐る　　　　　　　　　　　　　　　まじめくさる　　　　　　　　　　　　　　,D R.  N  ,
間尺に合う　　　　　　　　　　　　　　　ましゃくにあう　　　　　　　　　　　　　,D W.  P  ,
まじろぐ　　　　　　　　　　　　　　　　まじろぐ　　　　　　　　　　　　　　　　,D G.     ,
麻酔をかける　　　　　　　　　　　　　　ますいをかける　　　　　　　　　　　　　,D 1.     ,
混ぜ合わす　　　　　　　　　　　　　　　まぜあわす　　　　　　　　　　　　　　　,D S.     ,
混ぜ合わせる　　　　　　　　　　　　　　まぜあわせる　　　　　　　　　　　　　　,D 1.     ,
混ぜ返す　　　　　　　　　　　　　　　　まぜかえす　　　　　　　　　　　　　　　,D S.  N  ,
交ぜ返す　　　　　　　　　　　　　　　　まぜかえす　　　　　　　　　　　　　　　,D S.  N  ,
混ぜっかえす　　　　　　　　　　　　　　まぜっかえす　　　　　　　　　　　　　　,D S.  N  ,
交ぜっかえす　　　　　　　　　　　　　　まぜっかえす　　　　　　　　　　　　　　,D S.  N  ,
またがる　　　　　　　　　　　　　　　　またがる　　　　　　　　　　　　　　　　,D R.   I ,
待ち明かす　　　　　　　　　　　　　　　まちあかす　　　　　　　　　　　　　　　,D S.   I ,
待ちあぐねる　　　　　　　　　　　　　　まちあぐねる　　　　　　　　　　　　　　,D 1.  NM ,
待ちあぐむ　　　　　　　　　　　　　　　まちあぐむ　　　　　　　　　　　　　　　,D M.  NM ,
待ち合わす　　　　　　　　　　　　　　　まちあわす　　　　　　　　　　　　　　　,D S.     ,
待ち合わせる　　　　　　　　　　　　　　まちあわせる　　　　　　　　　　　　　　,D 1.   I ,
待ち受ける　　　　　　　　　　　　　　　まちうける　　　　　　　　　　　　　　　,D 1.   I ,
間違える　　　　　　　　　　　　　　　　まちがえる　　　　　　　　　　　　　　　,D 1.  NM ,
待ち兼ねる　　　　　　　　　　　　　　　まちかねる　　　　　　　　　　　　　　　,D 1.  N  ,
待ち構える　　　　　　　　　　　　　　　まちかまえる　　　　　　　　　　　　　　,D 1.   I ,
待ちくたびれる　　　　　　　　　　　　　まちくたびれる　　　　　　　　　　　　　,D 1.  NM ,
待ち暮らす　　　　　　　　　　　　　　　まちくらす　　　　　　　　　　　　　　　,D S.   M ,
待ち焦がれる　　　　　　　　　　　　　　まちこがれる　　　　　　　　　　　　　　,D 1.  PM ,
待ち付ける　　　　　　　　　　　　　　　まちつける　　　　　　　　　　　　　　　,D 1.     ,
待ち望む　　　　　　　　　　　　　　　　まちのぞむ　　　　　　　　　　　　　　　,D M.   I ,
待ち伏せる　　　　　　　　　　　　　　　まちぶせる　　　　　　　　　　　　　　　,D 1.   I ,
待ちぼうける　　　　　　　　　　　　　　まちぼうける　　　　　　　　　　　　　　,D 1.  NM ,
待ちぼうけを食う　　　　　　　　　　　　まちぼうけをくう　　　　　　　　　　　　,D W.  N  ,
待ち設ける　　　　　　　　　　　　　　　まちもうける　　　　　　　　　　　　　　,D 1.   I ,
待ちわびる　　　　　　　　　　　　　　　まちわびる　　　　　　　　　　　　　　　,D 1.   M ,
松が取れる　　　　　　　　　　　　　　　まつがとれる　　　　　　　　　　　　　　,D 1.     ,
まつげを読まれる　　　　　　　　　　　　まつげをよまれる　　　　　　　　　　　　,D 1.     ,
末席を汚す　　　　　　　　　　　　　　　まっせきをけがす　　　　　　　　　　　　,D S.  N  ,
待ったが掛かる　　　　　　　　　　　　　まったがかかる　　　　　　　　　　　　　,D R.  N  ,
待ったを掛ける　　　　　　　　　　　　　まったをかける　　　　　　　　　　　　　,D 1.     ,
マットに沈む　　　　　　　　　　　　　　まっとにしずむ　　　　　　　　　　　　　,D M.  N  ,
松葉づえを突く　　　　　　　　　　　　　まつばづえをつく　　　　　　　　　　　　,D K.  N  ,
祭り上げる　　　　　　　　　　　　　　　まつりあげる　　　　　　　　　　　　　　,D 1.     ,
まつわり付く　　　　　　　　　　　　　　まつわりつく　　　　　　　　　　　　　　,D K.     ,
的が外れる　　　　　　　　　　　　　　　まとがはずれる　　　　　　　　　　　　　,D 1.  N  ,
的となる　　　　　　　　　　　　　　　　まととなる　　　　　　　　　　　　　　　,D R.     ,
的に当たる　　　　　　　　　　　　　　　まとにあたる　　　　　　　　　　　　　　,D R.  P  ,
的になる　　　　　　　　　　　　　　　　まとになる　　　　　　　　　　　　　　　,D R.  N  ,
的の外れる　　　　　　　　　　　　　　　まとのはずれる　　　　　　　　　　　　　,D 1.  N  ,
まとめあげる　　　　　　　　　　　　　　まとめあげる　　　　　　　　　　　　　　,D 1.     ,
まどろむ　　　　　　　　　　　　　　　　まどろむ　　　　　　　　　　　　　　　　,D M.   M ,
まとわり付く　　　　　　　　　　　　　　まとわりつく　　　　　　　　　　　　　　,D K.  NM ,
的をいる　　　　　　　　　　　　　　　　まとをいる　　　　　　　　　　　　　　　,D 1.  P  ,
的を絞る　　　　　　　　　　　　　　　　まとをしぼる　　　　　　　　　　　　　　,D R.  P  ,
的をそらす　　　　　　　　　　　　　　　まとをそらす　　　　　　　　　　　　　　,D S.  N  ,
的を外す　　　　　　　　　　　　　　　　まとをはずす　　　　　　　　　　　　　　,D S.  N  ,
まな板に載せる　　　　　　　　　　　　　まないたにのせる　　　　　　　　　　　　,D 1.     ,
眼を転ずる　　　　　　　　　　　　　　　まなこをてんずる　　　　　　　　　　　　,D 6.     ,
学び取る　　　　　　　　　　　　　　　　まなびとる　　　　　　　　　　　　　　　,D R.  P  ,
間に合わせる　　　　　　　　　　　　　　まにあわせる　　　　　　　　　　　　　　,D 1.  PI ,
まに受ける　　　　　　　　　　　　　　　まにうける　　　　　　　　　　　　　　　,D 1.  NI ,
招き入れる　　　　　　　　　　　　　　　まねきいれる　　　　　　　　　　　　　　,D 1.  P  ,
招きに与る　　　　　　　　　　　　　　　まねきにあずかる　　　　　　　　　　　　,D R.  P  ,
招き寄せる　　　　　　　　　　　　　　　まねきよせる　　　　　　　　　　　　　　,D 1.   I ,
間の抜ける　　　　　　　　　　　　　　　まのぬける　　　　　　　　　　　　　　　,D 1.  N  ,
まばたく　　　　　　　　　　　　　　　　まばたく　　　　　　　　　　　　　　　　,D K.   I ,
まぶしがる　　　　　　　　　　　　　　　まぶしがる　　　　　　　　　　　　　　　,D R.   I ,
まぶたが重くなる　　　　　　　　　　　　まぶたがおもくなる　　　　　　　　　　　,D R.     ,
まぶたが垂れる　　　　　　　　　　　　　まぶたがたれる　　　　　　　　　　　　　,D 1.  N  ,
間々ある　　　　　　　　　　　　　　　　ままある　　　　　　　　　　　　　　　　,D R.  P  ,
まみえる　　　　　　　　　　　　　　　　まみえる　　　　　　　　　　　　　　　　,D 1.   I ,
守り育てる　　　　　　　　　　　　　　　まもりそだてる　　　　　　　　　　　　　,D 1.  P  ,
守り抜く　　　　　　　　　　　　　　　　まもりぬく　　　　　　　　　　　　　　　,D K.  P  ,
守りを破る　　　　　　　　　　　　　　　まもりをやぶる　　　　　　　　　　　　　,D R.     ,
眉毛に唾付ける　　　　　　　　　　　　　まゆげにつばつける　　　　　　　　　　　,D 1.  N  ,
眉毛に火が付く　　　　　　　　　　　　　まゆげにひがつく　　　　　　　　　　　　,D K.  N  ,
眉毛を読まれる　　　　　　　　　　　　　まゆげをよまれる　　　　　　　　　　　　,D 1.  N  ,
眉にしわを寄せる　　　　　　　　　　　　まゆにしわをよせる　　　　　　　　　　　,D 1.  N  ,
眉に唾を塗る　　　　　　　　　　　　　　まゆにつばをぬる　　　　　　　　　　　　,D R.  N  ,
眉に火が付く　　　　　　　　　　　　　　まゆにひがつく　　　　　　　　　　　　　,D K.  N  ,
眉根を寄せる　　　　　　　　　　　　　　まゆねをよせる　　　　　　　　　　　　　,D 1.  N  ,
眉を上げる　　　　　　　　　　　　　　　まゆをあげる　　　　　　　　　　　　　　,D 1.     ,
眉を曇らせる　　　　　　　　　　　　　　まゆをくもらせる　　　　　　　　　　　　,D 1.  N  ,
眉を引く　　　　　　　　　　　　　　　　まゆをひく　　　　　　　　　　　　　　　,D K.     ,
眉を潜める　　　　　　　　　　　　　　　まゆをひそめる　　　　　　　　　　　　　,D 1.  N  ,
眉を開く　　　　　　　　　　　　　　　　まゆをひらく　　　　　　　　　　　　　　,D K.  P  ,
眉を寄せる　　　　　　　　　　　　　　　まゆをよせる　　　　　　　　　　　　　　,D 1.  N  ,
眉を読む　　　　　　　　　　　　　　　　まゆをよむ　　　　　　　　　　　　　　　,D M.  N  ,
迷い込む　　　　　　　　　　　　　　　　まよいこむ　　　　　　　　　　　　　　　,D M.  N  ,
丸く収まる　　　　　　　　　　　　　　　まるくおさまる　　　　　　　　　　　　　,D R.  P  ,
丸くなる　　　　　　　　　　　　　　　　まるくなる　　　　　　　　　　　　　　　,D R.     ,
丸裸になる　　　　　　　　　　　　　　　まるはだかになる　　　　　　　　　　　　,D R.  N  ,
丸め込む　　　　　　　　　　　　　　　　まるめこむ　　　　　　　　　　　　　　　,D M.  N  ,
まれに見る　　　　　　　　　　　　　　　まれにみる　　　　　　　　　　　　　　　,D 1.  P  ,
真綿で首を絞める　　　　　　　　　　　　まわたでくびをしめる　　　　　　　　　　,D 1.  N  ,
真綿に針を包む　　　　　　　　　　　　　まわたにはりをつつむ　　　　　　　　　　,D M.  N  ,
回りくねる　　　　　　　　　　　　　　　まわりくねる　　　　　　　　　　　　　　,D R.   M ,
回り込む　　　　　　　　　　　　　　　　まわりこむ　　　　　　　　　　　　　　　,D M.     ,
間を置く　　　　　　　　　　　　　　　　まをおく　　　　　　　　　　　　　　　　,D K.     ,
間を取る　　　　　　　　　　　　　　　　まをとる　　　　　　　　　　　　　　　　,D R.     ,
間を持たす　　　　　　　　　　　　　　　まをもたす　　　　　　　　　　　　　　　,D S.     ,
間を持たせる　　　　　　　　　　　　　　まをもたせる　　　　　　　　　　　　　　,D 1.  P  ,
満足が行く　　　　　　　　　　　　　　　まんぞくがいく　　　　　　　　　　　　　,D K.  P  ,
まんまと引っ掛かる　　　　　　　　　　　まんまとひっかかる　　　　　　　　　　　,D R.  P  ,
満面朱を注ぐ　　　　　　　　　　　　　　まんめんしゅをそそぐ　　　　　　　　　　,D G.  N  ,
満面に笑みを浮かべる　　　　　　　　　　まんめんにえみをうかべる　　　　　　　　,D 1.  P  ,
満面に朱を注ぐ　　　　　　　　　　　　　まんめんにしゅをそそぐ　　　　　　　　　,D G.  N  ,
満を持す　　　　　　　　　　　　　　　　まんをじす　　　　　　　　　　　　　　　,D S.  PM ,
見飽きる　　　　　　　　　　　　　　　　みあきる　　　　　　　　　　　　　　　　,D 1.  NM ,
見上げる　　　　　　　　　　　　　　　　みあげる　　　　　　　　　　　　　　　　,D 1.     ,
見当たる　　　　　　　　　　　　　　　　みあたる　　　　　　　　　　　　　　　　,D R.   M ,
見顕わす　　　　　　　　　　　　　　　　みあらわす　　　　　　　　　　　　　　　,D S.  P  ,
見合わす　　　　　　　　　　　　　　　　みあわす　　　　　　　　　　　　　　　　,D S.     ,
見合わせる　　　　　　　　　　　　　　　みあわせる　　　　　　　　　　　　　　　,D 1.  N  ,
見い出す　　　　　　　　　　　　　　　　みいだす　　　　　　　　　　　　　　　　,D S.  PI ,
ミイラ取りがミイラになる　　　　　　　　みいらとりがみいらになる　　　　　　　　,D R.  N  ,
見受ける　　　　　　　　　　　　　　　　みうける　　　　　　　　　　　　　　　　,D 1.   M ,
見え透く　　　　　　　　　　　　　　　　みえすく　　　　　　　　　　　　　　　　,D K.  NM ,
見えを切る　　　　　　　　　　　　　　　みえをきる　　　　　　　　　　　　　　　,D R.     ,
見えを張る　　　　　　　　　　　　　　　みえをはる　　　　　　　　　　　　　　　,D R.  N  ,
見落とす　　　　　　　　　　　　　　　　みおとす　　　　　　　　　　　　　　　　,D S.  N  ,
見下ろす　　　　　　　　　　　　　　　　みおろす　　　　　　　　　　　　　　　　,D S.  NM ,
身が固まる　　　　　　　　　　　　　　　みがかたまる　　　　　　　　　　　　　　,D R.  P  ,
磨き上げる　　　　　　　　　　　　　　　みがきあげる　　　　　　　　　　　　　　,D 1.  P  ,
磨きが掛かる　　　　　　　　　　　　　　みがきがかかる　　　　　　　　　　　　　,D R.  P  ,
磨き込む　　　　　　　　　　　　　　　　みがきこむ　　　　　　　　　　　　　　　,D M.  P  ,
